Condition,Trial,Stim_place,Stimuli_file,Condition_1.thisRepN,Condition_1.thisTrialN,Condition_1.thisN,Condition_1.thisIndex,Second_Condition.thisRepN,Second_Condition.thisTrialN,Second_Condition.thisN,Second_Condition.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_3.started,text_3.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_2.rt,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Still,no-go,"(0, 0)",grey_square.png,0,23,23,29,,,,,,,,,,,200.7311523000244,201.73130300012417,202.23140679998323,202.4815994000528,None,202.23140679998323,200.24764099996537,,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
Still,go,"(0, 0)",grey_circle.png,0,24,24,9,,,,,,,,,,,204.21404190012254,205.21467459993437,205.7146980999969,205.96487320004962,space,205.7146980999969,203.73082799999975,0.33582769986242056,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
Still,go,"(0, 0)",grey_circle.png,0,25,25,8,,,,,,,,,,,206.5814336000476,207.5810477999039,208.0814255999867,208.33129530004226,space,208.0814255999867,None,0.30541209992952645,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
Still,go,"(0, 0)",grey_circle.png,0,26,26,2,,,,,,,,,,,208.91478549991734,209.91462139994837,210.41491520009004,210.66495430003852,space,210.41491520009004,None,0.25970619986765087,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
Still,no-go,"(0, 0)",grey_square.png,0,27,27,31,,,,,,,,,,,211.19802069989964,212.19803979992867,212.69811869994737,212.94794160011224,space,212.69811869994737,None,0.2487846000585705,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
Still,go,"(0, 0)",grey_circle.png,0,28,28,13,,,,,,,,,,,213.46470599994063,214.46466850000434,214.96473450004123,215.2146940000821,space,214.96473450004123,None,0.2856556000187993,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
Still,go,"(0, 0)",grey_circle.png,0,29,29,5,,,,,,,,,,,215.7645918999333,216.76470410008915,217.26470350008458,217.5146910001058,space,217.26470350008458,None,0.2897113000508398,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
Still,go,"(0, 0)",grey_circle.png,0,30,30,14,,,,,,,,,,,218.08119100006297,219.08146660006605,219.58137660007924,219.83158609992824,space,219.58137660007924,None,0.26124710007570684,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
Still,no-go,"(0, 0)",grey_square.png,0,31,31,16,,,,,,,,,,,220.34795799991116,221.3480529000517,221.84820810006931,222.09831480006687,None,221.84820810006931,None,,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
,,,,,,,,,,,,,,,,,,,,,,,,,,223.348547300091,None,y,7.5501246999483556,223.348547300091,None,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,0,0,10,,,,,,,231.43140010000207,232.431390899932,232.93142180005088,233.1816668000538,space,232.93142180005088,None,0.35107430000789464,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,1,1,9,,,,,,,233.79807789996266,234.79798440006562,235.29806699999608,235.54808109998703,space,235.29806699999608,None,0.3685055000241846,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,2,2,20,,,,,,,236.18141210009344,237.18149830005132,237.681409599958,237.93150720000267,None,237.681409599958,None,,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,3,3,22,,,,,,,239.66459490009584,240.66458910005167,241.16490949993022,241.41501690004952,space,241.16490949993022,239.1819470000919,0.38956099981442094,,,,,,,T2,001,2021_Dec_01_1428,Circle_SDT,2021.2.3,59.91256359453188,
