Condition,Trial,Stim_place,Stimuli_file,Condition_1.thisRepN,Condition_1.thisTrialN,Condition_1.thisN,Condition_1.thisIndex,Second_Condition.thisRepN,Second_Condition.thisTrialN,Second_Condition.thisN,Second_Condition.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_3.started,text_3.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_2.rt,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Still,no-go,"(0, 0)",grey_square.png,0,9,9,20,,,,,,,,,,,489.91925980011,490.9190431002062,491.41922500007786,491.66926620015875,None,491.41922500007786,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,go,"(0, 0)",grey_circle.png,0,10,10,9,,,,,,,,,,,493.4025607001968,494.4024691001978,494.9022882001009,495.1524863000959,space,494.9022882001009,492.9193589000497,0.33791040000505745,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,go,"(0, 0)",grey_circle.png,0,11,11,15,,,,,,,,,,,495.7692627001088,496.7690661000088,497.26894800015725,497.5191805001814,space,497.26894800015725,None,0.33923169993795455,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,no-go,"(0, 0)",grey_square.png,0,12,12,27,,,,,,,,,,,498.1359812000301,499.13580820010975,499.6359092001803,499.8859208000358,None,499.6359092001803,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,no-go,"(0, 0)",grey_square.png,0,13,13,17,,,,,,,,,,,501.6192599001806,502.6191428001039,503.11917680012994,503.3691629001405,None,503.11917680012994,501.1360200000927,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,no-go,"(0, 0)",grey_square.png,0,14,14,28,,,,,,,,,,,505.1025032000616,506.1024099001661,506.60247390018776,506.85250190016814,None,506.60247390018776,504.61937900003977,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,go,"(0, 0)",grey_circle.png,0,15,15,1,,,,,,,,,,,508.5859735000413,509.58593980013393,510.08608980011195,510.33597860019654,space,510.08608980011195,508.1030336001422,0.27434999984689057,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,no-go,"(0, 0)",grey_square.png,0,16,16,26,,,,,,,,,,,510.8858388001099,511.8859424002003,512.3859813001473,512.6358501000796,None,512.3859813001473,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,no-go,"(0, 0)",grey_square.png,0,17,17,21,,,,,,,,,,,514.369273400167,515.3691644000355,515.8692844000179,516.1190021000803,None,515.8692844000179,513.8860779001843,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,go,"(0, 0)",grey_circle.png,0,18,18,14,,,,,,,,,,,517.8525234002154,518.8525074000936,519.3524112000596,519.6025176001713,space,519.3524112000596,517.3694218001328,0.3519556000828743,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,no-go,"(0, 0)",grey_square.png,0,19,19,22,,,,,,,,,,,520.235963600222,521.2360349001829,521.7361130001955,521.9859656000044,None,521.7361130001955,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,no-go,"(0, 0)",grey_square.png,0,20,20,24,,,,,,,,,,,523.7192143001594,524.719304200029,525.2194842000026,525.4693093001842,None,525.2194842000026,523.2361057000235,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,go,"(0, 0)",grey_circle.png,0,21,21,7,,,,,,,,,,,527.2026125001721,528.2026795002166,528.7025546000805,528.9526243000291,space,528.7025546000805,526.7194417000283,0.40993590001016855,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,no-go,"(0, 0)",grey_square.png,0,22,22,19,,,,,,,,,,,529.6359860000666,530.6358814002015,531.1360878001433,531.3858454001602,None,531.1360878001433,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,go,"(0, 0)",grey_circle.png,0,23,23,6,,,,,,,,,,,533.1193313000258,534.1192564000376,534.6196311002132,534.8693303000182,space,534.6196311002132,532.6361345001496,0.3650779000017792,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,go,"(0, 0)",grey_circle.png,0,24,24,8,,,,,,,,,,,535.5025712000206,536.5024894000962,537.002674800111,537.2525582001545,space,537.002674800111,None,0.34994889982044697,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,go,"(0, 0)",grey_circle.png,0,25,25,12,,,,,,,,,,,537.8692289001774,538.8692230000161,539.3685326999985,539.6191903001163,space,539.3685326999985,None,0.3357685999944806,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,no-go,"(0, 0)",grey_square.png,0,26,26,31,,,,,,,,,,,540.2027868002187,541.2020614000503,541.7027013001498,541.9526728000492,None,541.7027013001498,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,go,"(0, 0)",grey_circle.png,0,27,27,5,,,,,,,,,,,543.6860153002199,544.6860305001028,545.1859303000383,545.4360211000312,space,545.1859303000383,543.2028892000671,0.32685670000500977,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,no-go,"(0, 0)",grey_square.png,0,28,28,25,,,,,,,,,,,546.0358495002147,547.0360219001304,547.5359343001619,547.7853724001907,None,547.5359343001619,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,go,"(0, 0)",grey_circle.png,0,29,29,13,,,,,,,,,,,549.5192361001391,550.5186134001706,551.019410100067,551.2693745000288,space,551.019410100067,549.0361638001632,0.3331750000361353,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,go,"(0, 0)",grey_circle.png,0,30,30,4,,,,,,,,,,,551.8691010000184,552.8691002000123,553.3694041001145,553.619219600223,space,553.3694041001145,None,0.35092959995381534,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Still,no-go,"(0, 0)",grey_square.png,0,31,31,23,,,,,,,,,,,554.2360447000246,555.2358301000204,555.7360710999928,555.9860585001297,None,555.7360710999928,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
,,,,,,,,,,,,,,,,,,,,,,,,,,557.2361396001652,None,y,9.828335100086406,557.2361396001652,None,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(0.8, -0.4)",grey_square.png,,,,,0,0,0,28,,,,,,,567.5863477000967,568.5859909001738,569.086118100211,569.3359737000428,None,569.086118100211,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(-0.8, -0.4)",grey_circle.png,,,,,0,1,1,3,,,,,,,571.0692663001828,572.0692516001873,572.569422500208,572.8193003002089,space,572.569422500208,570.5854442000855,0.5750005999580026,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(0.8, -0.4)",grey_circle.png,,,,,0,2,2,12,,,,,,,573.6693302001804,574.6691380001139,575.1694259000942,575.4194834001828,space,575.1694259000942,None,0.4711933999788016,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(-0.8, -0.4)",grey_circle.png,,,,,0,3,3,2,,,,,,,576.1692077000625,577.1693570001516,577.669653700199,577.9194370000623,space,577.669653700199,None,0.3708885000087321,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(0.8, -0.4)",grey_circle.png,,,,,0,4,4,14,,,,,,,578.569396100007,579.5693576000631,580.0694362001959,580.3193476002198,space,580.0694362001959,None,0.4509121000301093,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(0.8, -0.4)",grey_square.png,,,,,0,5,5,31,,,,,,,581.0361055000685,582.0360237001441,582.5360394001473,582.7859957001638,None,582.5360394001473,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(-0.8, -0.4)",grey_circle.png,,,,,0,6,6,0,,,,,,,584.5361151001416,585.5361242000945,586.0361222000793,586.2861239002086,space,586.0361222000793,584.0368322001304,0.40451550018042326,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(-0.8, -0.4)",grey_square.png,,,,,0,7,7,16,,,,,,,586.9692789001856,587.9694476001896,588.4694563001394,588.7196318001952,None,588.4694563001394,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(0.8, -0.4)",grey_circle.png,,,,,0,8,8,15,,,,,,,590.4527217000723,591.4526504999958,591.9525076001883,592.2025735999923,space,591.9525076001883,589.9695961000398,0.4078826999757439,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(-0.8, -0.4)",grey_square.png,,,,,0,9,9,17,,,,,,,592.8861198001541,593.8860478000715,594.3860317000654,594.6360073001124,None,594.3860317000654,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(-0.8, 0.4)",grey_circle.png,,,,,0,10,10,4,,,,,,,596.3695140001364,597.369518800173,597.8694855000358,598.1194030002225,space,597.8694855000358,595.8868097001687,0.44302499992772937,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(0.8, -0.4)",grey_square.png,,,,,0,11,11,29,,,,,,,598.8361315000802,599.8361560001504,600.3361639000941,600.5858265000861,space,600.3361639000941,None,0.4083719998598099,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(0.8, 0.4)",grey_square.png,,,,,0,12,12,24,,,,,,,601.2693092001136,602.26923490013,602.7695156000555,603.0193216002081,None,602.7695156000555,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(0.8, 0.4)",grey_square.png,,,,,0,13,13,26,,,,,,,604.7527364999987,605.7525718000252,606.2527395000216,606.5028170000296,None,606.2527395000216,604.2697869001422,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(0.8, -0.4)",grey_square.png,,,,,0,14,14,30,,,,,,,608.2361724001821,609.2359081001487,609.736178799998,609.9860877001192,None,609.736178799998,607.7532085001003,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,15,15,8,,,,,,,611.7192387001123,612.7194264000282,613.2195182000287,613.469622500008,space,613.2195182000287,611.2364469000604,0.7568824000190943,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,16,16,9,,,,,,,614.5026593999937,615.5025830001105,616.0027776001953,616.2528591000009,space,616.0027776001953,None,0.40586719987913966,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(-0.8, -0.4)",grey_square.png,,,,,0,17,17,18,,,,,,,616.9362043000292,617.9360847000498,618.4362041000277,618.6861511000898,None,618.4362041000277,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(-0.8, 0.4)",grey_circle.png,,,,,0,18,18,6,,,,,,,620.4195803001057,621.4193772000726,621.9195443000644,622.1695687000174,space,621.9195443000644,619.9363353000954,0.5687797002028674,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(0.8, 0.4)",grey_square.png,,,,,0,19,19,25,,,,,,,623.0195617000572,624.0192530001514,624.5194694001693,624.7698512000497,None,624.5194694001693,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,20,20,11,,,,,,,626.5028894999996,627.5026063001715,628.0026444999967,628.2528868000954,space,628.0026444999967,626.0198125001043,0.45388270006515086,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(0.8, -0.4)",grey_circle.png,,,,,0,21,21,13,,,,,,,628.9861440001987,629.9862811001949,630.4863974000327,630.7363001001067,space,630.4863974000327,None,0.40193020016886294,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,22,22,21,,,,,,,631.4197299000807,632.4195687000174,632.9195689000189,633.1696021000389,None,632.9195689000189,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(-0.8, -0.4)",grey_square.png,,,,,0,23,23,19,,,,,,,634.9028098999988,635.9027759002056,636.4028240002226,636.6529454002157,None,636.4028240002226,634.4198295001406,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(-0.8, -0.4)",grey_circle.png,,,,,0,24,24,1,,,,,,,638.3862528000027,639.3862555001397,639.8862790002022,640.1360858001281,space,639.8862790002022,637.902991300216,0.4103256999514997,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,25,25,10,,,,,,,640.8194217002019,641.8195048000198,642.3195874001831,642.5696174001787,space,642.3195874001831,None,0.5051017000805587,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,26,26,20,,,,,,,643.3527944001835,644.3529359002132,644.8528361001518,645.1028478001244,None,644.8528361001518,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(0.8, 0.4)",grey_square.png,,,,,0,27,27,27,,,,,,,646.8361091001425,647.8361806001049,648.3362757000141,648.586264600046,None,648.3362757000141,646.3530647000298,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(-0.8, 0.4)",grey_circle.png,,,,,0,28,28,7,,,,,,,650.3196895001456,651.3193185001146,651.8194072002079,652.0693294000812,space,651.8194072002079,649.8367565001827,0.39706410001963377,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,29,29,22,,,,,,,652.7362079001032,653.7361981000286,654.2361858000513,654.4857648001052,None,654.2361858000513,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,go,"(-0.8, 0.4)",grey_circle.png,,,,,0,30,30,5,,,,,,,656.2195390001871,657.2191326001193,657.7196335000917,657.9694555001333,space,657.7196335000917,655.7366415001452,0.4488413000945002,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,31,31,23,,,,,,,658.6861022000667,659.6864089001901,660.1863158000633,660.4363259000238,None,660.1863158000633,None,,,,,,,,T4,001,2021_Dec_01_1443,Circle_SDT,2021.2.3,59.95674719430056,
