Condition,Trial,Stim_place,Stimuli_file,Condition_1.thisRepN,Condition_1.thisTrialN,Condition_1.thisN,Condition_1.thisIndex,Second_Condition.thisRepN,Second_Condition.thisTrialN,Second_Condition.thisN,Second_Condition.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_3.started,text_3.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_2.rt,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Still,no-go,"(0, 0)",grey_square.png,0,20,20,31,,,,,,,,,,,109.35742629994638,110.35707939998247,110.85735070006922,111.10737950005569,None,110.85735070006922,None,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Still,no-go,"(0, 0)",grey_square.png,0,21,21,23,,,,,,,,,,,112.84096829988994,113.8407779999543,114.34099430008791,114.5902444999665,None,114.34099430008791,112.35775929992087,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Still,no-go,"(0, 0)",grey_square.png,0,22,22,27,,,,,,,,,,,116.3241935998667,117.32382009993307,117.82406109990552,118.07399159995839,None,117.82406109990552,115.84109740005806,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Still,go,"(0, 0)",grey_circle.png,0,23,23,13,,,,,,,,,,,119.80737380008213,120.80711179994978,121.30745649989694,121.55738730006851,space,121.30745649989694,119.3244274999015,0.4340083000715822,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Still,no-go,"(0, 0)",grey_square.png,0,24,24,24,,,,,,,,,,,122.25740780006163,123.25713549996726,123.75744399987161,124.00740780006163,None,123.75744399987161,None,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Still,no-go,"(0, 0)",grey_square.png,0,25,25,22,,,,,,,,,,,125.74094270006754,126.74039130005985,127.24070339999162,127.49080899986438,None,127.24070339999162,125.25770349986851,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Still,go,"(0, 0)",grey_circle.png,0,26,26,12,,,,,,,,,,,129.2242580000311,130.22396879992448,130.72423349996097,130.97411369998008,space,130.72423349996097,128.7411157998722,0.281525099882856,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Still,no-go,"(0, 0)",grey_square.png,0,27,27,30,,,,,,,,,,,131.52388480002992,132.52377530001104,133.0241952999495,133.27414879994467,None,133.0241952999495,None,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Still,go,"(0, 0)",grey_circle.png,0,28,28,7,,,,,,,,,,,135.0070406999439,136.00705379992723,136.5074573000893,136.75743960007094,space,136.5074573000893,134.52447979990393,0.33783209999091923,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Still,go,"(0, 0)",grey_circle.png,0,29,29,2,,,,,,,,,,,137.37423359998502,138.37400859990157,138.8738307999447,139.12401699996553,space,138.8738307999447,None,0.38756419997662306,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
